Date,Open,High,Low,Close,Volume,Change
2010-07-27,61211,61368,59484,59642,197632,-0.03060544494108086
2010-07-28,60269,60740,59641,59642,142434,0.0
2010-07-29,60269,60269,58071,58857,274884,-0.013161865799268924
2010-07-30,58856,59641,57601,57758,206995,-0.018672375418386955
2010-08-02,58228,59170,57758,57915,231001,0.0027182381661414734
2010-08-03,58071,58386,57130,57601,232655,-0.005421738755072125
2010-08-04,58071,59798,58071,59642,363459,0.03543341261436428
2010-08-05,59955,60112,59484,59642,233870,0.0
2010-08-06,59641,60112,59013,59485,164566,-0.0026323731598537625
2010-08-09,59641,60897,59641,60897,175208,0.023737076573926208
2010-08-10,61211,61211,59641,60269,133186,-0.01031249486838437
2010-08-11,59798,60583,59641,59799,75162,-0.007798370638304908
2010-08-12,59327,59955,59170,59485,164088,-0.0052509239284938
2010-08-13,59484,59955,59013,59642,81740,0.0026393208371857657
2010-08-16,59641,59641,57758,58543,202028,-0.01842661211897656
2010-08-17,59013,59641,58542,59328,117233,0.01340894726952846
2010-08-18,59327,59955,58856,59171,171150,-0.0026463052858684
2010-08-19,59170,59170,57758,58229,321423,-0.01591996079160396
2010-08-20,58228,58856,57758,58386,465503,0.0026962510089474367
2010-08-23,58699,59013,58228,58386,194456,0.0
2010-08-24,58699,60426,57287,60427,409082,0.03495701024218145
2010-08-25,59955,60112,59327,59485,111071,-0.015589057871481238
2010-08-26,59955,61054,59798,60897,189703,0.023737076573926208
2010-08-27,60897,60897,59641,59642,88847,-0.020608568566596097
2010-08-30,59798,60583,59641,59956,77293,0.005264746319707525
2010-08-31,61525,62466,60583,61682,335279,0.028787777703649375
2010-09-01,62152,62466,59955,60897,245635,-0.012726565286469316
2010-09-02,61211,61525,59170,59642,254842,-0.020608568566596097
2010-09-03,60112,61211,59955,60897,171623,0.021042218570805904
2010-09-06,60583,61368,59955,60112,147502,-0.012890618585480351
2010-09-07,60583,60740,59484,59642,86479,-0.00781873835507052
2010-09-08,59955,61681,59641,61368,212823,0.02893933805036708
2010-09-09,61368,62466,60426,62467,235451,0.01790835614652586
2010-09-10,62152,63565,61681,62781,320890,0.005026654073350789
2010-09-13,62780,63565,61838,62624,141182,-0.002500756598333931
2010-09-14,62309,62623,60583,61211,172295,-0.0225632345426674
2010-09-15,61211,61838,60583,61368,141766,0.0025648984659620844
2010-09-16,61368,61525,60112,60583,174730,-0.012791682961804218
2010-09-17,61054,62780,60740,61839,219099,0.020731888483568106
2010-09-20,62152,62780,61525,61996,87056,0.0025388508869808035
2010-09-24,62466,63565,62152,63252,284966,0.020259371572359575
2010-09-27,63408,65919,62780,65763,269653,0.039698349459305726
2010-09-28,65291,67175,65291,66391,271366,0.009549442695740762
2010-09-29,66076,66390,63879,63879,218003,-0.03783645373619915
2010-09-30,63565,64193,60897,61525,379212,-0.0368509212730318
2010-10-01,62152,63408,61838,62938,309326,0.02296627387240968
2010-10-04,63408,65448,62937,64978,231113,0.032412850742000066
2010-10-05,65605,67175,64820,67175,283465,0.03381144387331103
2010-10-06,67018,67332,66076,67332,210210,0.0023371790100483736
2010-10-07,66704,67332,66704,67332,101976,0.0
2010-10-08,67332,67489,65291,66548,175579,-0.011643794926632256
